taxonID	identifier	datasetID	datasetName	acceptedNameUsageID	parentNameUsageID	taxonomicStatus	taxonRank	verbatimTaxonRank	scientificName	kingdom	phylum	class	order	superfamily	family	genericName	genus	subgenus	specificEpithet	infraspecificEpithet	scientificNameAuthorship	source	namePublishedIn	nameAccordingTo	modified	description	taxonConceptID	scientificNameID	references	isExtinct
3990556	3ad032b66b82ea73d44f0fd8692a4a1b	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931069		genus		Chrysonectria	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Nectriaceae	Chrysonectria	Chrysonectria													false
3990558	5bbf4378ce4cecac06e7fd87be16f5d6	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931050		genus		Chrysonilia	Fungi	Ascomycota	Sordariomycetes	Sordariales		Sordariaceae	Chrysonilia	Chrysonilia													false
3990618	05057613bcc3be4171d7f64291877614	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931162		genus		Chrysoporthe	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Cryphonectriaceae	Chrysoporthe	Chrysoporthe													false
3991085	e944f3ef292e02c2b811425fccbc0d51	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931121		genus		Ciferriascosea	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales		Phlogicylindriaceae	Ciferriascosea	Ciferriascosea													false
3991121	b87bafe7a4960bc9de55ec7fc4e91fab	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931069		genus		Ciliciopodium	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Nectriaceae	Ciliciopodium	Ciliciopodium													false
3991135	031091ed3eb3616d22c3b1f1ece12970	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931122		genus		Ciliochorella	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales		Pestalotiopsidaceae	Ciliochorella	Ciliochorella													false
3991141	814309e537586d17ce5ac0531f9254bb	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3938926		genus		Ciliofusospora	Fungi	Ascomycota	Sordariomycetes	Not assigned		Not assigned	Ciliofusospora	Ciliofusospora													false
3991310	2131c6c83a8686fbd67aaa12b9b17848	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931069		genus		Cinnamomeonectria	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Nectriaceae	Cinnamomeonectria	Cinnamomeonectria													false
3991434	a52b6ec742dafc213094bb8b35187eff	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931070		genus		Circinoniesslia	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Niessliaceae	Circinoniesslia	Circinoniesslia													false
3991435	5fee40bc7e061b351373c79b32d9525f	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931151		genus		Circinostoma	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Valsaceae	Circinostoma	Circinostoma													false
3991440	fc5226e8d92aeb6fbb5521b1970c740d	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931028		genus		Circinotrichum	Fungi	Ascomycota	Sordariomycetes	Xylariales		Xylariaceae	Circinotrichum	Circinotrichum													false
3991501	967b33a76bd71177eaa1e3b4ab343677	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931138		genus		Cirrenalia	Fungi	Ascomycota	Sordariomycetes	Microascales		Halosphaeriaceae	Cirrenalia	Cirrenalia													false
3991533	4ddde9844f4cb4d7b5ce8e86764d323d	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931133		genus		Cirrhomyces	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales		Chaetosphaeriaceae	Cirrhomyces	Cirrhomyces													false
3991835	de4d165b0feabb4f55cc1c4590fde236	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931080		genus		Cladobotryum	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Hypocreaceae	Cladobotryum	Cladobotryum													false
3991853	d01099bd38d2a637b6188edbabd01c53	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931046		genus		Cladochaete	Fungi	Ascomycota	Sordariomycetes	Sordariales		Chaetomiaceae	Cladochaete	Cladochaete													false
3991959	75c4d7b8805d4edf9a20003490a68880	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931048		genus		Cladorrhinum	Fungi	Ascomycota	Sordariomycetes	Sordariales		Lasiosphaeriaceae	Cladorrhinum	Cladorrhinum													false
3992011	292a9fff25089c3771b31bcaa20c6f3e	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931040		genus		Cladotrichum	Fungi	Ascomycota	Sordariomycetes	Coronophorales		Chaetosphaerellaceae	Cladotrichum	Cladotrichum													false
3992141	7acdcbca6a8fdc0ab62490833cb383b4	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931062		genus		Clasterosphaeria	Fungi	Ascomycota	Sordariomycetes	Magnaporthales		Magnaporthaceae	Clasterosphaeria	Clasterosphaeria													false
3992145	80d66ded8886d54c1258aa96075e9e66	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931062		genus		Clasterosporium	Fungi	Ascomycota	Sordariomycetes	Magnaporthales		Magnaporthaceae	Clasterosporium	Clasterosporium													false
3992402	aa9368fdf7551e60bcdccd1807ff485a	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931062		genus		Clavatisporella	Fungi	Ascomycota	Sordariomycetes	Magnaporthales		Magnaporthaceae	Clavatisporella	Clavatisporella													false
3992406	9a206a7e05dc6e141fe37266fd588776	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931138		genus		Clavatospora	Fungi	Ascomycota	Sordariomycetes	Microascales		Halosphaeriaceae	Clavatospora	Clavatospora													false
3992450	b84828f580a709eef4bf910b315e1d14	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931079		genus		Claviceps	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Clavicipitaceae	Claviceps	Claviceps													false
3992879	06abb3cf77db8da9d62fa14f8b853342	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931073		genus		Clibanites	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Bionectriaceae	Clibanites	Clibanites													false
3993010	2e1573129e0337563b200662f3dba528	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931080		genus		Clintoniella	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Hypocreaceae	Clintoniella	Clintoniella													false
3993195	a7343028a076e3dff645cbff1481ae24	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931102		genus		Clohiesia	Fungi	Ascomycota	Sordariomycetes	Annulatascales		Annulatascaceae	Clohiesia	Clohiesia													false
3993221	642c54bcd1b1165429f1dc232bd4225e	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931073		genus		Clonostachys	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Bionectriaceae	Clonostachys	Clonostachys													false
3993424	70ce814a4b8e47718c35732872bfabf5	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931155		genus		Clypeocarpus	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Diaporthaceae	Clypeocarpus	Clypeocarpus													false
3993430	ce72209c0aa6d576212ba893c27ad9d3	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3938926		genus		Clypeoceriospora	Fungi	Ascomycota	Sordariomycetes	Not assigned		Not assigned	Clypeoceriospora	Clypeoceriospora													false
3993465	98984d9cbf2929faa1b61e8e354502fd	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931120		genus		Clypeophysalospora	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales		Amphisphaeriaceae	Clypeophysalospora	Clypeophysalospora													false
3993468	8aa5dcbd71549d3a22a5a9a190dea199	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931150		genus		Clypeoporthe	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Gnomoniaceae	Clypeoporthe	Clypeoporthe													false
3993470	602d2cd0a348416b9c58fec1f6d3bd15	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931151		genus		Clypeoporthella	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Valsaceae	Clypeoporthella	Clypeoporthella													false
3993475	c5e43aab1f5937138861bc4853802a80	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931155		genus		Clypeorhynchus	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Diaporthaceae	Clypeorhynchus	Clypeorhynchus													false
3993483	c75ffbafaa68fbe6d51a67743f126d69	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931119		genus		Clypeosphaeria	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales		Clypeosphaeriaceae	Clypeosphaeria	Clypeosphaeria													false
3993487	99b952781cabaa5f9b39d8b068ccaeb0	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3938926		genus		Clypeosphaerulina	Fungi	Ascomycota	Sordariomycetes	Not assigned		Not assigned	Clypeosphaerulina	Clypeosphaerulina													false
3993494	b6ce943d3e2ca174a1b022b5c35c75dd	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931027		genus		Clypeothecium	Fungi	Ascomycota	Sordariomycetes	Xylariales		Hyponectriaceae	Clypeothecium	Clypeothecium													false
3993496	caf24e6bf55e730179039e76670cc4d3	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931098		genus		Clypeotrabutia	Fungi	Ascomycota	Sordariomycetes	Phyllachorales		Phyllachoraceae	Clypeotrabutia	Clypeotrabutia													false
3993801	b433128d283cce31d2d8de2930188ce9	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931069		genus		Coccinonectria	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Nectriaceae	Coccinonectria	Coccinonectria													false
3993823	9a6f69bbd5c8f130a072b928435da7f6	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931098		genus		Coccodiella	Fungi	Ascomycota	Sordariomycetes	Phyllachorales		Phyllachoraceae	Coccodiella	Coccodiella													false
3993898	e9cfc913b3195186b1c6e4c06534f054	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931098		genus		Coccostroma	Fungi	Ascomycota	Sordariomycetes	Phyllachorales		Phyllachoraceae	Coccostroma	Coccostroma													false
3993900	3b7b18530794350a08f91e50fd1dc277	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931098		genus		Coccostromopsis	Fungi	Ascomycota	Sordariomycetes	Phyllachorales		Phyllachoraceae	Coccostromopsis	Coccostromopsis													false
3994058	07e4a88657449d953d81dcb9cb56c954	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931097		genus		Cocoicola	Fungi	Ascomycota	Sordariomycetes	Phyllachorales		Phaeochoraceae	Cocoicola	Cocoicola													false
3994061	dfef8f2cd608a7850fcf28892a3744c8	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931081		genus		Cocoonihabitus	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Cocoonihabitaceae	Cocoonihabitus	Cocoonihabitus													false
3994091	afe58a32af34e12098e9ae694728eb1b	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931133		genus		Codinaea	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales		Chaetosphaeriaceae	Codinaea	Codinaea													false
3994367	03c37a8440e453d68b964a97c8161692	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931044		genus		Coelosphaeria	Fungi	Ascomycota	Sordariomycetes	Coronophorales		Nitschkiaceae	Coelosphaeria	Coelosphaeria													false
3994845	6a6971c09bec0dbcfcaa3afc3813cd2e	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931046		genus		Collariella	Fungi	Ascomycota	Sordariomycetes	Sordariales		Chaetomiaceae	Collariella	Collariella													false
3994847	84579b416d264b6a5037c7335780e483	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931079		genus		Collarina	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Clavicipitaceae	Collarina	Collarina													false
3994881	559f8457fedcaf2a76e685c097075439	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931055		genus		Collematospora	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales		Trichosphaeriaceae	Collematospora	Collematospora													false
3994921	9f6adc09c52a5eb1b9aabd89ccbfe3f7	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931180		genus		Colletostroma	Fungi	Ascomycota	Sordariomycetes	Glomerellales		Glomerellaceae	Colletostroma	Colletostroma													false
3994923	0b7da7ec0ba2db44e9940fe93a02c306	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931180		genus		Colletotrichopsis	Fungi	Ascomycota	Sordariomycetes	Glomerellales		Glomerellaceae	Colletotrichopsis	Colletotrichopsis													false
3994928	4730832b473103ced1cf0ecd0e2ee243	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931180		genus		Colletotrichum	Fungi	Ascomycota	Sordariomycetes	Glomerellales		Glomerellaceae	Colletotrichum	Colletotrichum													false
3994982	9e955c84ec1bbbeae999e618a6c6fcc6	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931028		genus		Collodiscula	Fungi	Ascomycota	Sordariomycetes	Xylariales		Xylariaceae	Collodiscula	Collodiscula													false
3995964	a768436747519f493e2c4d18c8f0a7f8	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931046		genus		Condenascus	Fungi	Ascomycota	Sordariomycetes	Sordariales		Chaetomiaceae	Condenascus	Condenascus													false
3996160	dc764fbe2a168bfd6afdf30cd43859a7	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931086		genus		Conidiotheca	Fungi	Ascomycota	Sordariomycetes	Calosphaeriales		Calosphaeriaceae	Conidiotheca	Conidiotheca													false
3996165	9fb9bce5b2bda089c766e22f5e280534	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931148		genus		Coniella	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Schizoparmaceae	Coniella	Coniella													false
3996183	74e8e602fda0b73ecedc5d7ca863e78a	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931055		genus		Coniobrevicolla	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales		Trichosphaeriaceae	Coniobrevicolla	Coniobrevicolla													false
3996188	2799b48a8e652984f3d7878a836af47c	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931033		genus		Coniocessia	Fungi	Ascomycota	Sordariomycetes	Xylariales		Coniocessiaceae	Coniocessia	Coniocessia													false
3996189	1badd1a6f0d585ff3fbd9882bc32c499	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931145		genus		Coniochaeta	Fungi	Ascomycota	Sordariomycetes	Coniochaetales		Coniochaetaceae	Coniochaeta	Coniochaeta													false
3996217	ca4e7a0394b058b8424806d4b8cf65ab	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931028		genus		Coniolariella	Fungi	Ascomycota	Sordariomycetes	Xylariales		Xylariaceae	Coniolariella	Coniolariella													false
3996220	8395ed5d1e105653db4cc74c29990f76	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931145		genus		Coniomela	Fungi	Ascomycota	Sordariomycetes	Coniochaetales		Coniochaetaceae	Coniomela	Coniomela													false
3996260	d71c66006e44cfb639378298bb18585b	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3938852		genus		Conioscypha	Fungi	Ascomycota	Sordariomycetes	Conioscyphales		Not assigned	Conioscypha	Conioscypha													false
3996364	b5f65586996f7308a883a12eef405433	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931102		genus		Conlarium	Fungi	Ascomycota	Sordariomycetes	Annulatascales		Annulatascaceae	Conlarium	Conlarium													false
3996480	11a20d82d235395ff0dacf19a367f404	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931079		genus		Conoideocrella	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Clavicipitaceae	Conoideocrella	Conoideocrella													false
3997004	4789646d849b64212ad98401ecd887e0	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931028		genus		Coprolepa	Fungi	Ascomycota	Sordariomycetes	Xylariales		Xylariaceae	Coprolepa	Coprolepa													false
3997008	68a179ace7fef3dbee7d8fdf96d66229	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931050		genus		Copromyces	Fungi	Ascomycota	Sordariomycetes	Sordariales		Sordariaceae	Copromyces	Copromyces													false
3997196	d7ab3e265c2b2b53fd4c35685542f225	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931138		genus		Corallicola	Fungi	Ascomycota	Sordariomycetes	Microascales		Halosphaeriaceae	Corallicola	Corallicola													false
3997229	d50b886bb14bee38618cb293cd6f9e0d	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931079		genus		Corallocytostroma	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Clavicipitaceae	Corallocytostroma	Corallocytostroma													false
3997242	7b82f06e8c4e66a7f4c64781a256996c	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931069		genus		Corallomycetella	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Nectriaceae	Corallomycetella	Corallomycetella													false
3997243	1222025e48a4038eed39f404739fd288	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931069		genus		Corallonectria	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Nectriaceae	Corallonectria	Corallonectria													false
3997318	792240db0079782fb1b3d11d8f935d88	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931095		genus		Cordana	Fungi	Ascomycota	Sordariomycetes	Cordanales		Cordanaceae	Cordana	Cordana													false
3997328	e2c44ec2dc0587a809f33c70a3920a7c	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3925863		genus		Cordella	Fungi	Ascomycota	Sordariomycetes	Not assigned		Apiosporaceae	Cordella	Cordella													false
3997392	376a368cae50cd5763f58660c12fc726	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931071		genus		Cordyceps	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Cordycipitaceae	Cordyceps	Cordyceps													false
3997476	0e5c129ead9f6dc06e5b1b4950abecb9	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931071		genus		Coremiopsis	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Cordycipitaceae	Coremiopsis	Coremiopsis													false
3997569	2e1f27708725b32333a3280bfd7172ff	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931069		genus		Corinectria	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Nectriaceae	Corinectria	Corinectria													false
3997712	9c935f3bda00cac70a5c5a067324a6bf	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931130		genus		Cornipulvina	Fungi	Ascomycota	Sordariomycetes	Boliniales		Boliniaceae	Cornipulvina	Cornipulvina													false
3997794	991617b3e2580ead3b0c33298a164161	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3939096		genus		Cornuvesica	Fungi	Ascomycota	Sordariomycetes	Microascales		Not assigned	Cornuvesica	Cornuvesica													false
3997814	0b3c00c13812d0e847e6bdc3d5128122	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931138		genus		Corollospora	Fungi	Ascomycota	Sordariomycetes	Microascales		Halosphaeriaceae	Corollospora	Corollospora													false
3997835	9421986c4011fdee05ae924ebf7a20a1	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3938935		genus		Coronatomyces	Fungi	Ascomycota	Sordariomycetes	Sordariales		Not assigned	Coronatomyces	Coronatomyces													false
3997873	d1113288b48c047c86985d71638e03c3	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931041		genus		Coronophora	Fungi	Ascomycota	Sordariomycetes	Coronophorales		Coronophoraceae	Coronophora	Coronophora													false
3997967	c0184ea5ff31d64b71666bb68d7cdcb4	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931162		genus		Corticimorbus	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Cryphonectriaceae	Corticimorbus	Corticimorbus													false
3998124	ad3618575a536285edadb4dba372752a	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3938935		genus		Corylomyces	Fungi	Ascomycota	Sordariomycetes	Sordariales		Not assigned	Corylomyces	Corylomyces													false
3998142	6a84a96c436e3315b90917f4966150b6	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931080		genus		Corymbomyces	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Hypocreaceae	Corymbomyces	Corymbomyces													false
3998167	fac0a09ad02e1c2b4422ef7cdbd28782	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931046		genus		Corynascella	Fungi	Ascomycota	Sordariomycetes	Sordariales		Chaetomiaceae	Corynascella	Corynascella													false
3998169	d54fb89d7706b4585c1039418699569a	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931046		genus		Corynascus	Fungi	Ascomycota	Sordariomycetes	Sordariales		Chaetomiaceae	Corynascus	Corynascus													false
3998211	faeaa1ab8cfa82c2787d89852f220b43	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931116		genus		Coryneopsis	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales		Sporocadaceae	Coryneopsis	Coryneopsis													false
3998243	0013d874356507ea3dce32f6d2c6eb79	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931163		genus		Coryneum	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Pseudovalsaceae	Coryneum	Coryneum													false
3998613	a77739a612bd91b130098f2fd313e06e	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931069		genus		Cosmospora	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Nectriaceae	Cosmospora	Cosmospora													false
3998617	fae7d1cff7605df5d373b36b9b2eb1a8	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931069		genus		Cosmosporella	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Nectriaceae	Cosmosporella	Cosmosporella													false
3999147	e344f95e05b10396cde85ebe935bf456	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931133		genus		Craspedodidymum	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales		Chaetosphaeriaceae	Craspedodidymum	Craspedodidymum													false
3999277	bc006b79db47e565c995a481a2862799	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931119		genus		Crassoascus	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales		Clypeosphaeriaceae	Crassoascus	Crassoascus													false
3999279	c8345b96158da9c98ca6b174dd8ad7f2	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931040		genus		Crassochaeta	Fungi	Ascomycota	Sordariomycetes	Coronophorales		Chaetosphaerellaceae	Crassochaeta	Crassochaeta													false
3999700	cffa757dfc08beaaf3d8b3dec2fc287a	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931069		genus		Creonectria	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Nectriaceae	Creonectria	Creonectria													false
3999708	352f828e3d28aa3e28d07dbb609d7b76	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931080		genus		Creopus	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Hypocreaceae	Creopus	Creopus													false
3999710	0fe87fb2e23065123af6314c1b832f0a	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931038		genus		Creosphaeria	Fungi	Ascomycota	Sordariomycetes	Xylariales		Lopadostomataceae	Creosphaeria	Creosphaeria													false
3999810	9f31ac0eb34dcfc6b3dcda49a3e8ebaa	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931055		genus		Cresporhaphis	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales		Trichosphaeriaceae	Cresporhaphis	Cresporhaphis													false
4000755	9033779df95f01b672bc82238846b48a	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931162		genus		Cryphonectria	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Cryphonectriaceae	Cryphonectria	Cryphonectria													false
4000825	323ecd4c7345254c936281000540f190	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931151		genus		Cryptascoma	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Valsaceae	Cryptascoma	Cryptascoma													false
